gemeindeteilschluessel;gemeindename;gemeindeteilname;strassenname;strassenschluessel
13071021 4029;Burg Stargard, Stadt;Quastenberg;Am Teufelsbruch;1307102100902
13071021 4029;Burg Stargard, Stadt;Quastenberg;An der Wöhrde;1307102100909
13071021 4029;Burg Stargard, Stadt;Quastenberg;Burgblick;1307102100903
13071021 4029;Burg Stargard, Stadt;Quastenberg;Carl-Stolte-Straße;1307102100209
13071021 4029;Burg Stargard, Stadt;Quastenberg;Feldstr.;1307102100904
13071021 4029;Burg Stargard, Stadt;Quastenberg;Feldstraße;1307102100904
13071021 4029;Burg Stargard, Stadt;Quastenberg;Galgenberg;1307102100206
13071021 4029;Burg Stargard, Stadt;Quastenberg;Gottlieb-Genzmer-Straße;1307102100905
13071021 4029;Burg Stargard, Stadt;Quastenberg;Johanna-Beckmann-Straße;1307102100906
13071021 4029;Burg Stargard, Stadt;Quastenberg;Kienbruch;1307102100911
13071021 4029;Burg Stargard, Stadt;Quastenberg;Marie-Hager-Straße;1307102100907
13071021 4029;Burg Stargard, Stadt;Quastenberg;Quastenberg;1307102100501
13071021 4029;Burg Stargard, Stadt;Quastenberg;Quastenberger Damm;1307102100214
13071021 4029;Burg Stargard, Stadt;Quastenberg;Quastenberger Siedlung;1307102100502
13071021 4029;Burg Stargard, Stadt;Quastenberg;Schönbruch;1307102100913
13071021 4029;Burg Stargard, Stadt;Quastenberg;Warkenbruch;1307102100912
13071021 4175;Burg Stargard, Stadt;Riepke;Kastanienweg;1307102111303
13071021 4175;Burg Stargard, Stadt;Riepke;Oberer Weg;1307102111305
13071021 4175;Burg Stargard, Stadt;Riepke;Riepker Straße;1307102111301
13071021 4327;Burg Stargard, Stadt;Sabel;Sabel;1307102100601
13071021 4913;Burg Stargard, Stadt;Teschendorf;Am Feldrain;1307102110106
13071021 4913;Burg Stargard, Stadt;Teschendorf;Am See;1307102110101
13071021 4913;Burg Stargard, Stadt;Teschendorf;An den Weiden;1307102110102
13071021 4913;Burg Stargard, Stadt;Teschendorf;Dorfstraße;1307102110104
13071021 4913;Burg Stargard, Stadt;Teschendorf;Gramelower Straße;1307102110112
13071021 4913;Burg Stargard, Stadt;Teschendorf;Loitzer Straße;1307102110107
13071021 4913;Burg Stargard, Stadt;Teschendorf;Melzenseehof;1307102110108
13071021 4913;Burg Stargard, Stadt;Teschendorf;Neudorf;1307102110109
13071021 4913;Burg Stargard, Stadt;Teschendorf;Ringstraße;1307102110105
13071021 4913;Burg Stargard, Stadt;Teschendorf;Schmiedeweg;1307102110110
13071021 4913;Burg Stargard, Stadt;Teschendorf;Siedlung;1307102110111
13071022 0804;Burow;Burow;Alte Dorfstr.;1307102200101
13071022 0804;Burow;Burow;Alte Dorfstraße;1307102200101
13071022 0804;Burow;Burow;Am Grünen Tor;1307102200105
13071022 0804;Burow;Burow;Am Landambulatorium;1307102200102
13071022 0804;Burow;Burow;Am Park;1307102200103
13071022 0804;Burow;Burow;An der B96;1307102200113
13071022 0804;Burow;Burow;Ausbau;1307102200104
13071022 0804;Burow;Burow;Feldstraße;1307102200106
13071022 0804;Burow;Burow;Friedenstraße;1307102200107
13071022 0804;Burow;Burow;Gartenstraße;1307102200108
13071022 0804;Burow;Burow;Neue Straße;1307102200109
13071022 0804;Burow;Burow;Schulstraße;1307102200111
13071022 0804;Burow;Burow;Seltzer Straße;1307102200112
13071022 0804;Burow;Burow;Tollenseweg;1307102200117
13071022 0804;Burow;Burow;Weltziner Weg;1307102200115
13071022 0804;Burow;Burow;Wiesengrund;1307102200116
13071022 3323;Burow;Mühlenhagen;Mühlenhagen;1307102200207
13071022 5316;Burow;Weltzin;Birkenweg;1307102200201
13071022 5316;Burow;Weltzin;Burower Weg;1307102200202
13071022 5316;Burow;Weltzin;Feldweg;1307102200203
13071022 5316;Burow;Weltzin;Grüner Gang;1307102200204
13071022 5316;Burow;Weltzin;Lange Straße;1307102200205
13071022 5316;Burow;Weltzin;Lindenstraße;1307102200206
13071023 0785;Bütow;Bütow;Dorfstraße;1307102300101
13071023 0785;Bütow;Bütow;Gutshof;1307102300105
13071023 0785;Bütow;Bütow;Hühnerfarm;1307102300103
13071023 0785;Bütow;Bütow;Kirschallee;1307102300104
13071023 0912;Bütow;Dambeck;Am Berg;1307102300210
13071023 0912;Bütow;Dambeck;Bahnhofstraße;1307102300201
13071023 0912;Bütow;Dambeck;Gartenstraße;1307102300203
13071023 0912;Bütow;Dambeck;Hof;1307102300204
13071023 0912;Bütow;Dambeck;Karchower Straße;1307102300208
13071023 0912;Bütow;Dambeck;Kurze Straße;1307102300205
13071023 0912;Bütow;Dambeck;Röbeler Chaussee;1307102300207
13071023 0912;Bütow;Dambeck;Wackstower Berge;1307102300212
13071023 0912;Bütow;Dambeck;Zu den Eichen;1307102300211
13071023 1163;Bütow;Erlenkamp;Erlenkamper Straße;1307101301201
13071023 1163;Bütow;Erlenkamp;Wildkuhler Straße;1307102300501
13071025 0511;Carpin;Bergfeld;Am Hof;1307102500419
13071025 0511;Carpin;Bergfeld;Bahnhofstraße;1307102500413
13071025 0511;Carpin;Bergfeld;Oberdorf;1307102500420
13071025 0511;Carpin;Bergfeld;Schulweg;1307102500422
13071025 0511;Carpin;Bergfeld;Zur Schmiede;1307102500421
13071025 0850;Carpin;Carpin;Bungalowsiedlung;1307102500204
13071025 0850;Carpin;Carpin;Bungalowsiedlung 2;1307102500423
13071025 0850;Carpin;Carpin;Fischerweg;1307102500416
13071025 0850;Carpin;Carpin;Goldenbaumer Straße;1307102500424
13071025 0850;Carpin;Carpin;Hauptstraße;1307102500412
13071025 0850;Carpin;Carpin;Lindenstraße;1307102500405
13071025 0850;Carpin;Carpin;Schwanenweg;1307102500415
13071025 0850;Carpin;Carpin;Seestraße;1307102500411
13071025 0850;Carpin;Carpin;Uferweg;1307102500417
13071025 1442;Carpin;Georgenhof;Georgenhof;1307102500301
13071025 1559;Carpin;Goldenbaum;Goldenbaum;1307102500401
13071025 1559;Carpin;Goldenbaum;Steinmühle;1307102500404
13071025 4608;Carpin;Serrahn;Serrahn;1307102500202
13071025 4608;Carpin;Serrahn;Serrahn Waldhaus;1307102500203
13071025 4956;Carpin;Thurow;Heckenhaus;1307102500426
13071025 4956;Carpin;Thurow;Posten 77;1307102500431
13071025 4956;Carpin;Thurow;Thurow;1307102500434
13071025 4956;Carpin;Thurow;Thurow - Schulzenhof;1307102500432
13071025 4956;Carpin;Thurow;Thurow - Teerofen;1307102500433
13071025 5644;Carpin;Zinow;Oberzinow;1307102500428
13071025 5644;Carpin;Zinow;Zinow;1307102500435
13071026 0877;Cölpin;Cölpin;Am Park;1307102600101
13071026 0877;Cölpin;Cölpin;Am Sportplatz;1307102600102
13071026 0877;Cölpin;Cölpin;Dewitzer Weg;1307102600103
13071026 0877;Cölpin;Cölpin;Hochkamper Damm;1307102600104
13071026 0877;Cölpin;Cölpin;Leppiner Weg;1307102600105
13071026 0877;Cölpin;Cölpin;Müllerweg;1307102600106
13071026 0877;Cölpin;Cölpin;Neue Straße;1307102600107
13071026 0877;Cölpin;Cölpin;Straße des Friedens;1307102600108
13071026 0877;Cölpin;Cölpin;Woldegker Chaussee;1307102600109
13071026 0877;Cölpin;Cölpin;Ziegeleiweg;1307102600110
13071026 2009;Cölpin;Hochkamp;Eschenweg;1307102600201
13071026 2009;Cölpin;Hochkamp;Hochkamper Damm;1307102600104
13071026 3443;Cölpin;Neu Käbelich;Am Koppelberg;1307102601101
13071026 3443;Cölpin;Neu Käbelich;Dorfstraße;1307102601102
13071026 3443;Cölpin;Neu Käbelich;Feldweg;1307102601103
13071026 3443;Cölpin;Neu Käbelich;Försterei;1307102601104
13071026 3443;Cölpin;Neu Käbelich;Hauptstraße;1307102601105
13071026 3443;Cölpin;Neu Käbelich;Zur Linde;1307102601106
13071027 0736;Dargun, Stadt;Brudersdorf;Brudersdorf;1307102721010
13071027 0945;Dargun, Stadt;Dargun;Ahornweg;1307102701150
13071027 0945;Dargun, Stadt;Dargun;Altbauhof;1307102701020
13071027 0945;Dargun, Stadt;Dargun;Alte Mühle;1307102701130
13071027 0945;Dargun, Stadt;Dargun;Am Bahndamm;1307102701030
13071027 0945;Dargun, Stadt;Dargun;Am Forsthof;1307102701040
13071027 0945;Dargun, Stadt;Dargun;Am Kleingarten;1307102701050
13071027 0945;Dargun, Stadt;Dargun;Am Röcknitztal;1307102701070
13071027 0945;Dargun, Stadt;Dargun;Am Sportplatz;1307102701080
13071027 0945;Dargun, Stadt;Dargun;Am Strand;1307102701090
13071027 0945;Dargun, Stadt;Dargun;Amtsstraße;1307102701110
13071027 0945;Dargun, Stadt;Dargun;Am Waldeck;1307102701060
13071027 0945;Dargun, Stadt;Dargun;An d.Lehnenhöfer Tannen;1307102701140
13071027 0945;Dargun, Stadt;Dargun;Ausbau;1307102701120
13071027 0945;Dargun, Stadt;Dargun;Bahnhofstraße;1307102702010
13071027 0945;Dargun, Stadt;Dargun;Brauereistraße;1307102702011
13071027 0945;Dargun, Stadt;Dargun;Brudersdorfer Straße;1307102702020
13071027 0945;Dargun, Stadt;Dargun;Burgstraße;1307102702040
13071027 0945;Dargun, Stadt;Dargun;Demminer Straße;1307102704010
13071027 0945;Dargun, Stadt;Dargun;Diesterwegstraße;1307102704020
13071027 0945;Dargun, Stadt;Dargun;Dörgelin;1307102704030
13071027 0945;Dargun, Stadt;Dargun;Feldstraße;1307102706010
13071027 0945;Dargun, Stadt;Dargun;Forsthof;1307102706040
13071027 0945;Dargun, Stadt;Dargun;Forstsiedlung;1307102706050
13071027 0945;Dargun, Stadt;Dargun;Friedhofsweg;1307102706020
13071027 0945;Dargun, Stadt;Dargun;Fritz-Reuter-Straße;1307102706030
13071027 0945;Dargun, Stadt;Dargun;Gartenstraße;1307102707010
13071027 0945;Dargun, Stadt;Dargun;Gerhart-Hauptmann-Straße;1307102707020
13071027 0945;Dargun, Stadt;Dargun;Glasow;1307102707030
13071027 0945;Dargun, Stadt;Dargun;Heinrich-Heine-Straße;1307102708020
13071027 0945;Dargun, Stadt;Dargun;Heinrich-Mann-Straße;1307102708030
13071027 0945;Dargun, Stadt;Dargun;Hirtenweg;1307102708040
13071027 0945;Dargun, Stadt;Dargun;Hohenlockstedter Weg;1307102706060
13071027 0945;Dargun, Stadt;Dargun;Jahnstraße;1307102710010
13071027 0945;Dargun, Stadt;Dargun;John-Brinckman-Straße;1307102710020
13071027 0945;Dargun, Stadt;Dargun;Katersteig;1307102711020
13071027 0945;Dargun, Stadt;Dargun;Klosterdamm;1307102711030
13071027 0945;Dargun, Stadt;Dargun;Lehnenhof;1307102712010
13071027 0945;Dargun, Stadt;Dargun;Lerchenweg;1307102720040
13071027 0945;Dargun, Stadt;Dargun;Lindenweg;1307102712020
13071027 0945;Dargun, Stadt;Dargun;Mittelweg;1307102713010
13071027 0945;Dargun, Stadt;Dargun;Mühlenweg;1307102713020
13071027 0945;Dargun, Stadt;Dargun;Neubauhof;1307102714020
13071027 0945;Dargun, Stadt;Dargun;Neubauter Straße;1307102714030
13071027 0945;Dargun, Stadt;Dargun;Platz des Friedens;1307102716020
13071027 0945;Dargun, Stadt;Dargun;Röcknitzstraße;1307102718010
13071027 0945;Dargun, Stadt;Dargun;Rudolf-Tarnow-Straße;1307102718020
13071027 0945;Dargun, Stadt;Dargun;Schloß;1307102701100
13071027 0945;Dargun, Stadt;Dargun;Schlossstraße;1307102720020
13071027 0945;Dargun, Stadt;Dargun;Schulstraße;1307102720030
13071027 0945;Dargun, Stadt;Dargun;Untermühle;1307102722010
13071027 4828;Dargun, Stadt;Stubbendorf;Darbein;1307102731010
13071027 4828;Dargun, Stadt;Stubbendorf;Groß Methling;1307102731030
13071027 4828;Dargun, Stadt;Stubbendorf;Hof Uhlenkrug;1307102731022
13071027 4828;Dargun, Stadt;Stubbendorf;Klein Methling;1307102731040
13071027 4828;Dargun, Stadt;Stubbendorf;Stubbendorf;1307102731020
13071027 4828;Dargun, Stadt;Stubbendorf;Stubbendorf-Polchow;1307102731021
13071027 5203;Dargun, Stadt;Wagun;Kützerhof;1307102741020
13071027 5203;Dargun, Stadt;Wagun;Schwarzenhof;1307102741030
13071027 5203;Dargun, Stadt;Wagun;Wagun;1307102741010
13071027 5560;Dargun, Stadt;Zarnekow;Barlin;1307102751010
13071027 5560;Dargun, Stadt;Zarnekow;Levin;1307102751020
13071027 5560;Dargun, Stadt;Zarnekow;Levin-Werder;1307102751030
13071027 5560;Dargun, Stadt;Zarnekow;Remershof;1307102751040
13071027 5560;Dargun, Stadt;Zarnekow;Zarnekow;1307102751050
13071028 0437;Datzetal;Bassow;Amselweg;1307102801201
13071028 0437;Datzetal;Bassow;Dorfstraße;1307102801202
13071028 3904;Datzetal;Pleetz;Am Bahnhof;1307102802101
13071028 3904;Datzetal;Pleetz;Hauptstraße;1307102802102
13071028 3904;Datzetal;Pleetz;Rogaer Weg;1307102802103
13071028 3904;Datzetal;Pleetz;Salower Weg;1307102802104
13071028 4209;Datzetal;Roga;Bassower Weg;1307102802201
13071028 4209;Datzetal;Roga;Kirchstraße;1307102802202
13071028 4209;Datzetal;Roga;Stavener Straße;1307102802203
13071028 4332;Datzetal;Sadelkow;Ahornweg;1307102801101
13071028 4332;Datzetal;Sadelkow;Angerstraße;1307102801102
13071028 4332;Datzetal;Sadelkow;Friedländer Chaussee;1307102801103
13071028 4332;Datzetal;Sadelkow;Neubrandenburger Chaussee;1307102801105
13071028 4332;Datzetal;Sadelkow;Siedlungsweg;1307102801106
13071028 4332;Datzetal;Sadelkow;Wiesenstraße;1307102801107
13071028 4333;Datzetal;Sadelkow-Siedlung;Siedlungsweg;1307102801106
13071028 4342;Datzetal;Salow;Am Park;1307102802309
13071028 4342;Datzetal;Salow;Am Teich;1307102802310
13071028 4342;Datzetal;Salow;Feldstraße;1307102802308
13071028 4342;Datzetal;Salow;Friedländer Straße;1307102802302
13071028 4342;Datzetal;Salow;Kastanienweg;1307102802303
13071028 4342;Datzetal;Salow;Parkstraße;1307102802304
13071028 4342;Datzetal;Salow;Pleetzer Weg;1307102802305
13071028 4342;Datzetal;Salow;Siedlung;1307102802306
13071028 4342;Datzetal;Salow;Speicherstraße;1307102802307
13071028 4342;Datzetal;Salow;Zum Gutshaus;1307102802312
13071028 4342;Datzetal;Salow;Zur Feldscheune;1307102802311
13071029 0968;Demmin, Hansestadt;Demmin;Adolf-Pompe-Straße;1307102900304
13071029 0968;Demmin, Hansestadt;Demmin;Ahornstraße;1307102900822
13071029 0968;Demmin, Hansestadt;Demmin;Am Bollwerk;1307102900621
13071029 0968;Demmin, Hansestadt;Demmin;Am Dreiangel;1307102900914
13071029 0968;Demmin, Hansestadt;Demmin;Am Erlenberg;1307102901017
13071029 0968;Demmin, Hansestadt;Demmin;Am Hanseufer;1307102900620
13071029 0968;Demmin, Hansestadt;Demmin;Am Kirchengut;1307102900109
13071029 0968;Demmin, Hansestadt;Demmin;Am Krankenhaus;1307102900509
13071029 0968;Demmin, Hansestadt;Demmin;Am Markt;1307102900601
13071029 0968;Demmin, Hansestadt;Demmin;Am Sandberg;1307102901101
13071029 0968;Demmin, Hansestadt;Demmin;Am Trebeltal;1307102901015
13071029 0968;Demmin, Hansestadt;Demmin;An den Tannen;1307102900301
13071029 0968;Demmin, Hansestadt;Demmin;An der Gasanstalt;1307102900401
13071029 0968;Demmin, Hansestadt;Demmin;An der Mühle;1307102900201
13071029 0968;Demmin, Hansestadt;Demmin;Anklamer Feld;1307102900101
13071029 0968;Demmin, Hansestadt;Demmin;Apollonienmarkt;1307102900702
13071029 0968;Demmin, Hansestadt;Demmin;Asternweg;1307102900217
13071029 0968;Demmin, Hansestadt;Demmin;August-Bebel-Straße;1307102900402
13071029 0968;Demmin, Hansestadt;Demmin;Bahnhofstraße;1307102900310
13071029 0968;Demmin, Hansestadt;Demmin;Bauhofstraße;1307102900618
13071029 0968;Demmin, Hansestadt;Demmin;Baumannstraße;1307102900801
13071029 0968;Demmin, Hansestadt;Demmin;Baustr.;1307102900709
13071029 0968;Demmin, Hansestadt;Demmin;Baustraße;1307102900709
13071029 0968;Demmin, Hansestadt;Demmin;Beethovenstraße;1307102900302
13071029 0968;Demmin, Hansestadt;Demmin;Bergstraße;1307102900303
13071029 0968;Demmin, Hansestadt;Demmin;Bernhard-Kellermann-Straße;1307102900102
13071029 0968;Demmin, Hansestadt;Demmin;Birkenweg;1307102900824
13071029 0968;Demmin, Hansestadt;Demmin;Bleicherstraße;1307102900508
13071029 0968;Demmin, Hansestadt;Demmin;Blumenweg;1307102900202
13071029 0968;Demmin, Hansestadt;Demmin;Brinkstraße;1307102900403
13071029 0968;Demmin, Hansestadt;Demmin;Burgstraße;1307102900602
13071029 0968;Demmin, Hansestadt;Demmin;Caviar-Creator-Platz;1307102901018
13071029 0968;Demmin, Hansestadt;Demmin;Christinenstraße;1307102900707
13071029 0968;Demmin, Hansestadt;Demmin;Clara-Zetkin-Straße;1307102900404
13071029 0968;Demmin, Hansestadt;Demmin;Dahlienweg;1307102900216
13071029 0968;Demmin, Hansestadt;Demmin;Damaschkestraße;1307102900902
13071029 0968;Demmin, Hansestadt;Demmin;Davidsohnweg;1307102901016
13071029 0968;Demmin, Hansestadt;Demmin;Devener Holz;1307102900802
13071029 0968;Demmin, Hansestadt;Demmin;Drönnewitzer Straße;1307102900907
13071029 0968;Demmin, Hansestadt;Demmin;Dr.-Wilhelm-Külz-Straße;1307102900116
13071029 0968;Demmin, Hansestadt;Demmin;Ebertstraße;1307102900103
13071029 0968;Demmin, Hansestadt;Demmin;Eichholz;1307102900803
13071029 0968;Demmin, Hansestadt;Demmin;Eichstraße;1307102900804
13071029 0968;Demmin, Hansestadt;Demmin;Erdmannshöhe;1307102901002
13071029 0968;Demmin, Hansestadt;Demmin;Ernst-Moritz-Arndt-Str.;1307102900215
13071029 0968;Demmin, Hansestadt;Demmin;Ernst-Moritz-Arndt-Straße;1307102900215
13071029 0968;Demmin, Hansestadt;Demmin;Frauenstraße;1307102900603
13071029 0968;Demmin, Hansestadt;Demmin;Friesenstraße;1307102900805
13071029 0968;Demmin, Hansestadt;Demmin;Fritz-Reuter-Straße;1307102900806
13071029 0968;Demmin, Hansestadt;Demmin;Gartenstraße;1307102900502
13071029 0968;Demmin, Hansestadt;Demmin;Goethestr.;1307102900306
13071029 0968;Demmin, Hansestadt;Demmin;Goethestraße;1307102900306
13071029 0968;Demmin, Hansestadt;Demmin;Goetzestraße;1307102900104
13071029 0968;Demmin, Hansestadt;Demmin;Grünstraße;1307102900807
13071029 0968;Demmin, Hansestadt;Demmin;Gustavshof;1307102901003
13071029 0968;Demmin, Hansestadt;Demmin;Heilgeiststraße;1307102900604
13071029 0968;Demmin, Hansestadt;Demmin;Heinestraße;1307102900105
13071029 0968;Demmin, Hansestadt;Demmin;Hermann-Eichblatt-Siedlung;1307102900218
13071029 0968;Demmin, Hansestadt;Demmin;Holstenstraße;1307102900605
13071029 0968;Demmin, Hansestadt;Demmin;Hopfenfeld;1307102900808
13071029 0968;Demmin, Hansestadt;Demmin;Hopfenstr.;1307102900809
13071029 0968;Demmin, Hansestadt;Demmin;Hopfenstraße;1307102900809
13071029 0968;Demmin, Hansestadt;Demmin;Husar-Schulz-Weg;1307102901109
